Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],
Haiti,HTI,"2005 PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.56876,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Haiti,HTI,"2005 PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.36539,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Haiti,HTI,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.22,3.29,3.33,3.34,3.46,3.54,3.56,3.59,3.75,3.8,3.86,3.92,4.01,4.1,4.17,4.27,4.34,..,..,..,
Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.3,30.1025886535645,30.6278610229492,31.1575946807861,31.6878337860107,33.7,31.542382,33.232307434082,31.6,34.1741409301758,34.6070098876953,33.9,35.4398384094238,35.8669357299805,36.3192443847656,36.8103370666504,37.3500633239746,37.9,38.5516700744629,39.4733581542969,40.9105262756348,40.4,43.7525634765625,..,..,
Haiti,HTI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.44763102525719,10.8345112393787,11.0334815075603,11.2468252623593,11.4664401815487,7.05528222192152,13.1856895156006,10.084818321834,18.7346796505738,8.75703343502673,8.40270170484897,6.83885658817949,7.53318672314796,7.0604929078965,6.60055494924488,6.17436063144451,5.42036705160625,3.91841514091403,3.03801672126326,2.43813822868972,2.55899089792568,0,2.75051507778607,..,..,
Haiti,HTI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.5,68.8708801269531,69.0187530517578,69.1454772949219,69.2550582885742,81.9,62.46408,69.5364456176758,50.3875737318128,69.7400436401367,69.8603439331055,68.9,70.1406478881836,70.3004684448242,70.473258972168,70.658935546875,71.2656478881836,72.6,73.4178314208984,74.4294738769531,75.7112503051758,76.4,78.1968154907227,..,..,
Haiti,HTI,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.0072689056396,..,..,18.8586769104004,..,..,32.6211853027344,..,..,
Haiti,HTI,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.0722484588623,..,..,16.1192245483398,..,..,30.0456142425537,..,..,
Haiti,HTI,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.9629306793213,..,..,21.6837978363037,..,..,35.3547210693359,..,..,
Haiti,HTI,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.6849803924561,..,..,21.1622619628906,..,..,35.5182571411133,..,..,
Haiti,HTI,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.3082132339478,..,..,17.879768371582,..,..,
Haiti,HTI,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.03871536254883,..,..,11.1090793609619,..,..,17.0337352752686,..,..,
